image,power_mse_classic,power_mse_deep,cosine_power_classic,cosine_power_deep,cum_mse_classic,cum_mse_deep,low_mse_classic,mid_mse_classic,high_mse_classic,low_mse_deep,mid_mse_deep,high_mse_deep,dk50_classic,dk80_classic,dk50_deep,dk80_deep
img011,6.020659051252321e-10,4.721115577626069e-11,0.9999999980178078,0.9999999994269255,0.002705896914519065,0.0006970861317257962,5.958409097457467e-09,3.775886329557914e-12,4.678956425550851e-15,4.657007844106178e-10,8.069094027223317e-13,2.7734216592064743e-15,0.0,-26.20094189465557,0.0,-13.430807734771278
img012,1.9659458128877318e-11,3.8837094139683547e-13,0.9999999999177333,0.9999999998846542,0.0006266671051876515,0.00029511549764317014,1.9661343045953203e-10,9.270345218241579e-14,1.7032509689009133e-15,3.858273855678315e-12,7.468471459086054e-15,1.5164066384392822e-15,0.0,-2.3815006149134796,0.0,-1.4889735262615926
img013,6.479383541945335e-11,1.3867294880486495e-12,0.9999999975523778,0.9999999998422996,8.893593799907892e-05,1.5979463726305962e-05,6.468037812077341e-10,4.056289663992549e-14,8.05223082357188e-17,1.3842762849794235e-11,8.421436775272094e-16,5.662000616185418e-17,0.0,-0.14904751367445354,0.0,-0.14904751367445354
img014,4.6535725138927106e-12,6.067716930731264e-12,0.9999999999861324,0.9999999994099087,0.00040942028675235636,0.0002478128748645306,4.6168991281842335e-11,1.4447266102149902e-14,8.494291556608958e-16,6.025294344965747e-11,1.3742386655544253e-15,7.642699637458146e-16,0.0,0.0,0.0,0.0
img015,3.057845786495151e-11,2.764195294413848e-11,0.9999999997427607,0.9999999958220994,0.0005080613240202619,0.00012710022106237497,3.016256998382876e-10,1.3117822187479832e-13,1.3364087220140763e-15,2.730064645434919e-10,1.837958578299511e-15,9.391941579175666e-16,0.0,-2.6799732448359843,0.0,-1.324162121929044
img016,1.1729800032793845e-10,9.344221135430397e-12,0.9999999943156969,0.999999997594614,0.0002488658892098915,2.1755373395589758e-05,1.1645568460689958e-09,1.3018753710527782e-13,3.45113287571391e-16,9.279815522195333e-11,1.0413708422610205e-15,1.5901959132654048e-16,0.0,-3.6944191921600864,0.0,-0.8027015200676582
img017,1.0948538045571484e-11,4.627928648321506e-12,0.9999999996063413,0.9999999991047648,0.00014520945535526986,3.90466823062391e-05,1.0899516719870257e-10,4.551803950511202e-14,2.0353620684346479e-16,4.612392877176922e-11,1.7081334362636163e-15,1.63016179103976e-16,0.0,0.0,0.0,0.0
img018,2.2224073967856422e-11,2.331682674767652e-12,0.9999999999007898,0.9999999998134087,0.0001746008619980197,5.529286808829713e-05,2.224162156671227e-10,5.6702214016728414e-14,2.7798584753401565e-16,2.334517587826783e-11,2.221585233782908e-15,2.363406219856302e-16,0.0,-1.0523517621003036,0.0,-0.2864952021523193
img019,1.311670876947031e-10,1.6001871781942206e-11,0.9999999997044542,0.9999999983515458,0.0018223340838848727,0.0003934304689725709,1.2987135468559922e-09,7.900642127487773e-13,5.834766694635608e-15,1.586591377115143e-10,1.5606570015673267e-14,3.839624759589651e-15,0.0,-14.292521903254464,0.0,-7.797123160412074
img020,5.1132483029234615e-12,1.1587275447348873e-11,0.999999999970635,0.999999998778778,0.0003916154601915165,0.00011210118642250421,5.1087341744514965e-11,3.5972421852400316e-14,1.8993592805850613e-16,1.1600926625946033e-10,2.490219998659655e-15,1.4308161108806828e-16,0.0,0.0,0.0,0.0
img021,1.8298175250982315e-11,1.513437450724542e-12,0.9999999991561795,0.9999999998208654,2.3178078070997703e-05,5.092354168086009e-06,1.8322156743931272e-10,4.751546301764644e-15,1.1941768082412238e-17,1.5154768773828213e-11,1.9149990589099127e-16,8.515817996610036e-18,0.0,0.0,0.0,0.0
img022,3.6304109274893986e-11,7.845099851735583e-12,0.9999999999259932,0.9999999993005718,0.0010273618488356344,0.0005557261749940785,3.595513991799391e-10,1.8338926157147042e-13,2.980164988395153e-15,7.772932152166904e-11,2.4401730677432093e-14,2.7946390765425344e-15,0.0,0.0,0.0,0.0
img023,4.243856303192288e-11,1.0284862153642347e-12,0.9999999997499913,0.99999999960007,0.00034340918067436043,2.7624770654237987e-05,4.205349199219121e-10,3.1714340496742975e-13,2.048962136958154e-16,1.0209881918271626e-11,1.2838483118506143e-15,1.2103919435391827e-16,0.0,-1.7495554058228349,0.0,-0.5442085314681098
img024,4.387343749328152e-11,6.453736608538034e-12,0.999999999913234,0.9999999985623733,0.001074238255232669,0.00031051366644419096,4.3788466473606144e-10,2.777081510814815e-13,2.771862996858502e-15,6.443699106928153e-11,2.937031724780449e-14,2.049609897441457e-15,0.0,-0.2365279790977149,0.0,-0.2365279790977149
img025,3.692010615554557e-11,2.3999573001648074e-13,0.9999999997345456,0.9999999999739504,7.382545932553757e-05,8.310313468287086e-06,3.696742075864523e-10,3.740566846336043e-14,1.1173040681030665e-16,2.4029185240024807e-12,1.6759399525589023e-16,5.757300077462054e-17,0.0,-1.2851361359647093,0.0,-0.24691381284859748
img026,9.684655951966364e-13,9.042871137757125e-13,0.9999999999958064,0.999999999895733,4.486881304491643e-05,1.63178561662944e-05,9.688423976663034e-12,3.580927968855331e-15,1.0357771036275047e-16,9.056272734198106e-12,7.552562737037554e-17,8.355212878908744e-17,0.0,0.0,0.0,0.0
img027,3.9886927757508974e-11,5.28675020987985e-13,0.9999999967287309,0.9999999998826211,0.00011486366579641048,4.980016769367354e-05,3.9881933859551487e-10,1.6121122898324218e-14,2.6326262832446164e-16,5.282140653883077e-12,1.0937571791087723e-15,2.2193731036792246e-16,0.0,-0.17847881994553044,0.0,-0.07935907645116469
img028,1.0548850195342534e-11,2.032520374172247e-12,0.9999999998845115,0.9999999997524496,4.547062749651962e-05,7.976205418968519e-06,1.0454843237711083e-10,3.001767953164077e-14,4.567744916011956e-17,2.0158768742039398e-11,7.882439403402985e-16,3.0790343469453246e-17,0.0,-0.13310578022548636,0.0,-0.033651875226943406
img029,3.416631663001946e-12,4.610404452958947e-12,0.9999999999803154,0.9999999994595329,0.00010881966288869698,2.0071913428038222e-05,3.3777090671717715e-11,1.9274027187257227e-14,2.3378242337863316e-16,4.565639559140974e-11,2.5957953581719147e-16,1.20012391998768e-16,0.0,0.0,0.0,0.0
img030,5.0189552261282254e-11,3.77753340382449e-13,0.999999999714705,0.999999999897877,0.0003952946574483855,5.732773266677466e-05,4.972755554790519e-10,1.9176335408586785e-13,5.590863496618875e-16,3.734633481723419e-12,3.494020300333977e-15,3.481757869339679e-16,0.0,-1.4581462218948793,0.0,-0.7661980356046031
img031,2.0511989085192488e-10,2.6057057926203156e-11,0.9999999918696054,0.9999999966555414,0.000869571704226213,0.00036062095752130495,2.0335617109579663e-09,3.6224333456783177e-13,3.4076317443970024e-15,2.5837844000464454e-10,2.4461751057365338e-14,3.060787802787562e-15,0.0,-2.2844335144528376,0.0,-0.9972498427846856
img032,1.1736912194297954e-12,2.6244839175323868e-11,0.9999999996532751,0.9999999949762322,2.6908616481508675e-05,6.024811196379653e-06,1.1623395360229697e-11,6.237450348309247e-15,5.950080733398301e-17,2.6033110973001874e-10,1.857890815844658e-16,3.560852296599172e-17,0.0,-0.06760197819915409,0.0,-0.021564835516246328
img033,1.4272470597601526e-11,2.322510667829288e-11,0.9999999997639899,0.9999999962294908,0.00018629189704642303,5.3752477296736866e-05,1.4144549667267392e-10,4.20723348239806e-14,5.633456397626815e-16,2.303703969931761e-10,1.8400085808400844e-15,3.7344852977980777e-16,0.0,-0.2198493211953888,0.0,-0.08587186327004925
img034,2.2297712498711729e-10,5.772855376516797e-10,0.9999999874032319,0.9999999115216003,0.00053271115078607,0.00020184709118559264,2.2112233426426573e-09,1.8737998525937305e-13,1.6485758021107703e-15,5.726249234444271e-09,1.441416259047088e-14,1.3610987485204306e-15,0.0,-0.7218613851894692,0.0,-0.3673585197370002
img035,1.0748770341240553e-12,1.092764784318921e-13,0.9999999997000427,0.9999999999687879,0.00015508204641996126,3.2511739787663563e-05,1.056260965435773e-11,4.4566464749428e-14,1.9657280800201e-16,1.0766573721129049e-12,3.395396788488348e-15,1.1566824534050398e-16,0.0,0.0,0.0,0.0
img036,1.7135527972699368e-11,7.547119089963459e-14,0.9999999999569084,0.9999999999817977,0.0001813509016940649,2.210015090726586e-05,1.7137252476949878e-10,8.599080912759312e-14,1.9366885441509177e-16,7.533948970505201e-13,6.1682976168480815e-16,1.1396664536872492e-16,0.0,0.0,0.0,0.0
img037,2.630469093219409e-11,1.5968292048642832e-12,0.9999999997896831,0.9999999996705675,0.00010528143640212296,1.5586968432095837e-05,2.5959715296339087e-10,5.465704430365941e-14,4.4174541105133214e-17,1.576374717278417e-11,1.616490102658499e-15,2.8364144198299403e-17,0.0,0.0,0.0,0.0
img038,1.0372551294350796e-11,3.942083501593018e-11,0.9999999998508363,0.9999999938284875,0.0002107400554820102,5.7670064298158054e-05,1.0379427019374816e-10,3.022391098199155e-14,4.403538296590844e-16,3.9481838100391593e-10,1.4441330208836066e-15,2.645498741569055e-16,0.0,-0.10578032890525754,0.0,-0.10578032890525754
img039,7.2288275662942074e-12,1.7264524087201408e-12,0.9999999999827115,0.9999999996899462,0.0002692076354486704,0.00010854401358979732,7.230453492613031e-11,3.100631953845266e-14,6.120347980821428e-16,1.7285091336137756e-11,1.1607289895719012e-15,4.877304753126682e-16,0.0,0.0,0.0,0.0
img040,5.124224540986893e-10,1.7510587235267465e-11,0.9999999974549897,0.9999999980009473,0.0007537097547810502,3.897126989252035e-05,5.1035262962857234e-09,1.1135187058693442e-12,1.0574594180628492e-15,1.7449518382249444e-10,4.613743987698387e-15,5.608518904350997e-16,0.0,-5.408610755158513,0.0,-0.7838071285745656
img041,9.089097613629164e-11,4.2471464539878956e-12,0.9999999997299874,0.9999999995753043,0.0007022808153053143,4.7550494228293575e-05,9.005165006878353e-10,3.562033683444033e-13,1.0485348799948132e-15,4.211810763042686e-11,2.987277333423961e-15,3.3352325203358885e-16,0.0,-11.651431857611872,0.0,-1.9945095346370625
img042,1.792962655057708e-11,3.0396911388683488e-12,0.9999999993578494,0.9999999997067238,4.119771303324451e-05,3.6174336451447214e-06,1.7775766946267438e-10,3.117980846740171e-14,2.102482849851068e-17,3.0150549142174745e-11,3.8864317997604053e-16,1.2209867166277144e-17,0.0,0.0,0.0,0.0
img043,5.207578215044751e-10,3.1885946555726424e-12,0.9999999973887975,0.999999999796738,0.00032006164786605953,1.1100998120896923e-05,5.146894600054032e-09,6.383959664639305e-13,6.891469946669596e-16,3.1519737813713564e-11,1.7009369614254893e-15,2.0027630015711553e-16,-3.608327727151271,-3.334503791856825,-0.16294890142895246,-0.41247950365891484
img044,1.5400513936953947e-11,1.572634165559837e-11,0.9999999999204003,0.999999997937979,0.00013019594512483245,2.27507814184657e-06,1.5221142295542974e-10,1.859075742810912e-13,2.3215279450632668e-18,1.5597975004347758e-10,5.190913756665531e-15,1.324354523882305e-18,0.0,-0.41999735968553853,0.0,-0.038561971310745125
img045,2.693227366532587e-11,5.872832301780998e-13,0.9999999999241288,0.9999999999713273,0.0006675364604808958,8.084404235789264e-05,2.6932255401173823e-10,1.3858960018605517e-13,8.717148376725377e-16,5.873391284954112e-12,1.858112932755676e-15,5.071223366147915e-16,0.0,0.0,0.0,0.0
img046,5.6334604171059e-12,2.676270529702611e-12,0.9999999999680828,0.999999999484393,0.00016911116109070344,0.00010005298326178412,5.607732799640768e-11,2.4569819964653583e-14,3.7509524092091523e-16,2.6655905607435388e-11,6.178071386319842e-15,3.408011945926779e-16,0.0,0.0,0.0,0.0
img047,2.008715128006069e-11,4.8838289945406045e-11,0.9999999999729008,0.9999999964280023,0.0007939466467803321,0.00025868692959292715,1.997455502097374e-10,1.4715086086661425e-13,2.913290738620004e-15,4.86728368419435e-10,4.2646083213748e-15,2.322448888620804e-15,0.0,-0.49408507279882774,0.0,-0.48720333724942244
img048,1.0246960091873968e-10,2.9728987547484564e-10,0.999999999792422,0.9999999526952322,0.0022446050227874566,0.0007438380744794333,1.0151648930537884e-09,9.732684280247215e-13,5.33651517737615e-15,2.9535630096661824e-09,4.3387611381156366e-14,4.534260125508946e-15,0.0,-3.6586532414482673,0.0,-3.0209194088428313
img049,8.682328759719582e-11,4.288600656736289e-11,0.999999999711228,0.9999999926444844,0.000640516194590405,0.0001286799513196596,8.601709756416908e-10,3.547856537264429e-13,1.1978846550943103e-15,4.253669172617264e-10,1.0016959599536288e-14,8.207812385997578e-16,0.0,-6.675779394608101,0.0,-1.9169432473963912
img050,6.551146122141947e-12,7.514877246889602e-12,0.999999999709356,0.9999999994927518,6.421232233829636e-05,2.1352157845749446e-05,6.493389574875707e-11,1.6377914729401605e-14,1.0813038272151435e-16,7.453893166111023e-11,1.1078322200674818e-15,8.669106951131189e-17,0.0,0.0,0.0,0.0
img051,7.662793891709915e-12,1.4104343777514827e-11,0.9999999999708279,0.9999999980202937,0.00010335821193905491,2.091351182469474e-05,7.587486641772666e-11,4.534226616092451e-14,9.116391873398273e-17,1.399007384343298e-10,1.624687692921446e-15,7.254757186249532e-17,0.0,0.0,0.0,0.0
img052,7.711326389271454e-12,3.532785638689098e-13,0.9999999998944393,0.9999999998970608,7.403644771608333e-05,4.9503085477814544e-06,7.638962338083176e-11,3.4145843796180823e-14,7.131653238873953e-17,3.5029673175073455e-12,3.925959071600215e-16,2.7460334434944288e-17,0.0,0.0,0.0,0.0
img053,2.8349561711334416e-11,2.0254973771532723e-13,0.9999999999356372,0.9999999999447254,0.0004103443661240191,0.00011541462744716304,2.8253623448004855e-10,1.6342492070785125e-13,7.307914738416071e-16,1.9968689907745895e-12,7.329423603089164e-15,5.562837640806471e-16,0.0,-0.4021234839337966,0.0,-0.4021234839337966
img054,1.2084098401356136e-11,4.061618455323517e-12,0.9999999999770249,0.9999999992871215,0.000517941439059914,0.0002423446629058513,1.1960405603461735e-10,8.600610655358338e-14,1.2062900870401547e-15,4.025970687355077e-11,7.589143793097267e-15,1.0791225764610542e-15,0.0,0.0,0.0,0.0
img055,1.7663573132535522e-11,7.983258214600479e-14,0.9999999999250314,0.9999999999721163,0.00014401746660492194,4.104225869261334e-06,1.764205122479621e-10,1.636060132082028e-13,6.572799343556256e-17,7.991564476638602e-13,8.078846557547714e-17,2.9065415872025756e-17,0.0,-0.26243071008026053,0.0,-0.022747923575357376
img056,1.8498039252077026e-11,1.0656120650835457e-11,0.9999999999552449,0.9999999988940752,0.00023681136020078334,4.3932501422721106e-05,1.8502430841727196e-10,8.115853748783461e-14,2.733874442206694e-16,1.0671968452097058e-10,2.3349741142274715e-15,1.6982016966359442e-16,0.0,-0.677907318806878,0.0,-0.4281180955378189
img057,5.941911106799847e-11,6.103346033860902e-13,0.9999999994938812,0.9999999997982308,0.00017049960800113724,1.6716497066582343e-05,5.919140970649538e-10,1.305013672104308e-13,2.1108193488131451e-16,6.078870246323496e-12,1.4873301609485818e-15,1.1083937714458391e-16,0.0,-0.9738930085857946,0.0,-0.2226567481451185
img058,4.599819804498412e-10,1.3152991731266808e-10,0.9999999893641267,0.9999999882633059,0.0004719077271544063,4.0763113250949555e-05,4.583660590686644e-09,4.4170046986480323e-13,5.208271594100217e-16,1.3110406994751263e-09,4.697507775588532e-15,2.6078503930696765e-16,0.0,-9.620829851319822,0.0,-2.0162906080404746
img059,1.2915474168266866e-11,1.4603940252491967e-12,0.9999999998028374,0.9999999996670043,0.0003603311002813328,0.00017761715647364668,1.2913915963489094e-10,7.212135625838837e-14,1.8245077839210147e-15,1.4573101402977577e-11,1.4878520966269898e-14,1.6906929429366143e-15,0.0,-0.18146630600681762,0.0,-0.10249029523848019
img060,7.211731568592717e-12,1.8763967530546202e-13,0.9999999999850215,0.9999999999527457,0.00023747703755771292,0.00011252339747902412,7.144347713672725e-11,2.97101653286745e-14,6.865794074117438e-16,1.850287320670622e-12,2.503961607270954e-15,5.974373647239557e-16,0.0,0.0,0.0,0.0
img061,1.4570403349043407e-11,1.463207036230006e-12,0.9999999999610535,0.9999999998298174,0.00026468454038515974,6.33634452709602e-05,1.4375785852335833e-10,1.0092060417608458e-13,5.491931732392529e-16,1.445709786116282e-11,2.48502939093636e-15,4.116767910241247e-16,0.0,0.0,0.0,0.0
img062,6.085015527879421e-11,1.6613372108040534e-10,0.9999999988169247,0.9999999720680451,0.000519431312614322,0.0001641491292400798,6.029983173452364e-10,1.9743280548397537e-13,1.6907158844192256e-15,1.647887116065829e-09,1.518642123022197e-14,1.2037107863174159e-15,0.0,-0.7580660893289201,0.0,-0.4495200647060318
img063,1.4858489462304695e-10,6.018870002126722e-10,0.9999999995370662,0.9999999007839797,0.0026133314526389576,0.0003448244323131234,1.4830680263320874e-09,1.3034693817211278e-12,2.355837668156033e-15,6.0264199594396805e-09,2.0008523885276424e-14,1.5812581357089683e-15,0.0,-16.043363931918293,0.0,-8.797134755458789
img064,2.892907310154479e-11,5.728657758735772e-12,0.9999999990887486,0.9999999991480895,0.00010858172411534055,2.4624418037234833e-05,2.8681714786622073e-10,4.709166343941977e-14,1.4109598253864706e-16,5.681923136265777e-11,1.6008133062301527e-15,1.0224765965210531e-16,0.0,0.0,0.0,0.0
img065,7.451812982960046e-12,1.5656468459358311e-12,0.9999999999385247,0.9999999997871928,0.00011375454735967593,3.7441313008574256e-05,7.381504524440172e-11,3.4121623298807935e-14,1.461970268581072e-16,1.552287300325644e-11,2.223338521452286e-15,1.2388477257575464e-16,0.0,0.0,0.0,0.0
img066,2.037748767892155e-11,3.7517122142374285e-11,0.9999999997117944,0.9999999948304353,0.0005018545363415626,0.00027240130949268915,2.0360705471800213e-10,5.2221988160154294e-14,1.8639873066856126e-15,3.7514096070872043e-10,6.7152808169854954e-15,1.6900155687948205e-15,0.0,-0.4433556023027558,0.0,-0.24398574457192557
img067,2.381713125684708e-10,6.987491587779688e-12,0.9999999991818134,0.999999999962561,0.001642836802239878,0.00033184486687836816,2.3565962109696325e-09,1.9861668005756325e-12,2.5435331989032273e-15,6.875576932711215e-11,1.8378094560795326e-13,1.7191653547410818e-15,0.0,-14.536324613467027,0.0,-6.545491766446123
img068,9.671915737427056e-12,4.263032698860068e-14,0.9999999999642528,0.9999999999891686,0.00012255023982785056,9.615156562964833e-06,9.59791802056398e-11,2.594742888081228e-14,6.489068003786651e-17,4.2244442259850924e-13,2.6341953570264096e-16,2.622621611573136e-17,0.0,-0.7361195633994622,0.0,-0.2141518834814652
img069,9.33245651343018e-12,2.717043267478797e-11,0.9999999998145973,0.9999999959391958,0.0001536243207128618,5.37281675567248e-05,9.299997640014341e-11,2.283890722028426e-14,1.1739032103957908e-16,2.70953099626225e-10,2.096040520202021e-15,9.581902928025979e-17,0.0,0.0,0.0,0.0
img070,1.223469156612876e-11,2.5454226819253476e-11,0.999999999880524,0.9999999975147764,0.0006353401693641232,0.00043602234457321815,1.223954892387839e-10,4.3130849318617954e-14,2.20013771673473e-15,2.549018547339894e-10,8.482814936620135e-15,2.114534159461151e-15,0.0,0.0,0.0,0.0
img071,1.251050511262636e-12,2.448006025910209e-12,0.9999999999967317,0.9999999995519026,5.3019950161263446e-05,1.7511014613497663e-05,1.2505570783660974e-11,8.023645629053392e-15,6.85055662523351e-17,2.4516179806569625e-11,6.115879373252536e-16,4.929372857710676e-17,0.0,0.0,0.0,0.0
img072,1.2617462111197152e-10,1.7576713746430613e-11,0.9999999996735124,0.9999999982768355,0.0016149794637771737,0.00023080268008753962,1.2484456208517682e-09,1.0457259900081818e-12,3.668092148990568e-15,1.7431191396297888e-10,8.069305467653264e-15,2.324688244396782e-15,0.0,-19.303468821752084,0.0,-4.2954358764501634
img073,1.062092208967312e-10,1.0686149008209031e-10,0.999999999760469,0.9999999906871091,0.002436419586557362,0.0010403489443292818,1.0559380679286641e-09,1.4891734193276224e-12,4.540592539054972e-15,1.0653093812328954e-09,5.371603536138495e-13,4.075846113227517e-15,0.0,-10.507303933102254,0.0,-6.9771915462946135
img074,1.8243021067764034e-11,5.10374389120529e-12,0.9999999991261355,0.9999999984263735,0.00026946541296369117,9.757040728500215e-05,1.8081517583447571e-10,4.715217474263757e-14,6.550386286033575e-16,5.060986045689427e-11,4.420134437564069e-15,4.832593794233551e-16,0.0,0.0,0.0,0.0
img075,8.361040818781052e-12,6.323332468279219e-13,0.9999999998416201,0.9999999998244586,3.547847764857949e-05,4.980330838179315e-06,8.290607119638304e-11,1.0018018910599845e-14,5.5363400452045537e-17,6.2718321967413155e-12,1.1454553630420024e-16,2.791865309395681e-17,0.0,0.0,0.0,0.0
img076,6.90967834325691e-11,1.729000064344747e-11,0.9999999998513682,0.999999998847127,0.0008359333788967433,0.0003205982039930136,6.825052638093549e-10,5.961184747462748e-13,1.124991974063953e-15,1.7092495363987895e-10,9.969678902303703e-14,1.0056136893822362e-15,0.0,-4.190067728909964,0.0,-1.7311945170596559
img077,3.549633220978076e-12,3.935587541727539e-10,0.9999999998687459,0.9999999519184298,0.00020830017899907584,0.00013469422224112422,3.5127341066246855e-11,2.645431582950677e-14,7.111018346433241e-16,3.903829101368193e-09,5.309711989910898e-15,6.862482082709549e-16,0.0,-0.19226312885367022,0.0,-0.16384525267927866
img078,2.5733568264543588e-11,5.394399225626989e-10,0.9999999990461464,0.9999999144957816,0.00018725178590201828,5.477156888111191e-05,2.570911394072851e-10,8.080548310282741e-14,3.5501635943243826e-16,5.394380467839208e-09,5.7259417510043964e-15,2.6364381195171533e-16,0.0,-0.1278583199907295,0.0,-0.04554464487795418
img079,5.874449808153781e-12,3.5628767906559037e-12,0.9999999999858565,0.9999999996416029,0.00012480570220924368,4.120066438614345e-05,5.874691009519615e-11,2.9418391674215234e-14,1.8684825571743987e-16,3.567912187087413e-11,1.4686993918299099e-15,1.516478939008029e-16,0.0,0.0,0.0,0.0
img080,6.222100837088034e-13,4.82836908587182e-13,0.9999999999605034,0.9999999999252699,2.5960612062697746e-06,5.064296965001357e-07,6.200550678995453e-12,8.031736846432874e-16,1.3515758862472104e-18,4.813376184273508e-12,4.364761318082869e-17,1.0235801512524835e-18,0.0,0.0,0.0,0.0
img081,1.2401033880178298e-10,1.1412648074068744e-12,0.9999999992461126,0.9999999999483252,0.00012954756054326584,1.2491868768948887e-06,1.2312761144793747e-09,1.1201789447615422e-13,7.224183853019064e-17,1.1334148915006625e-11,9.379112433473552e-17,8.584339139746624e-18,0.0,-2.195036415991069,0.0,-0.1714092652666892
img082,1.6465713633327646e-11,2.1260435157205143e-12,0.9999999999116209,0.9999999997694992,7.75688298374363e-05,3.920319300523392e-06,1.634421247512504e-10,2.92998275529433e-14,2.1232030438175776e-17,2.1114392794525113e-11,1.2142667873813017e-16,1.0426873683858678e-17,0.0,-0.9010845612555273,0.0,-0.09924991293786278
img083,2.500372095819272e-11,6.394230301331543e-11,0.9999999995480312,0.9999999883711354,0.0004016336216408447,0.00015724632138437372,2.4917474277888923e-10,5.495716137759392e-14,6.38088738923093e-16,6.376331180080547e-10,3.531304628581212e-15,5.345033696486065e-16,0.0,-0.4812796284359566,0.0,-0.2420798936457722
img084,1.239524201931806e-11,1.0638962572827379e-11,0.9999999999613249,0.9999999991025512,0.00013839898080163985,3.259247179257731e-05,1.2298968730971107e-10,3.8098419403901325e-14,8.279366898243507e-17,1.0565681495062036e-10,1.2435088465469592e-15,7.034953243117994e-17,0.0,-0.8558890384037237,0.0,-0.23689131364363858
img085,2.066538680203006e-10,1.1722907361770774e-11,0.9999999928257125,0.9999999980119731,0.0004583441686140222,8.472040953629638e-05,2.044823466046314e-09,5.772075769030538e-13,5.827668745990804e-16,1.1602415951007881e-10,2.281240287434935e-14,4.625295698183961e-16,0.0,-2.4674561726777373,0.0,-1.1639718274132838
img086,6.6780140307034915e-12,1.5771958210079632e-11,0.9999999999684487,0.9999999983520135,4.3538791357746865e-05,7.520172009610688e-06,6.683476105712635e-11,1.65240918321692e-14,2.5157273359778397e-17,1.5796355533253478e-10,7.84756850780693e-16,1.822412028811785e-17,0.0,0.0,0.0,0.0
img087,1.489583231554697e-11,8.338256219867511e-13,0.9999999999521165,0.9999999998663005,0.0002456258433410062,2.8232751595030896e-05,1.4779552349203738e-10,4.754509529506337e-14,2.025994787672044e-16,8.278456232344568e-12,7.343532427382951e-16,8.506065746345085e-17,0.0,-0.6432964513627372,0.0,-0.13780825690585063
